step,wall_time,episode_return,episode_length
8192,2.8520641326904297,172.0918506666667,57.0
16384,7.4550089836120605,1722.65250146875,455.53125,0.21586722135543823,0.6601318359375,0.2,-11.383797416090966,0.2866833209991455,0.0003,-0.11010268330574036,920.0,-0.08113349226478021,0.6259698867797852,0.03997743263025768
24576,11.580502033233643,1733.819514142857,459.34285714285716,0.20423877239227295,0.652783203125,0.2,-11.29436691403389,0.3572477102279663,0.0003,-0.10148802399635315,930.0,-0.07871052229456836,0.6206543445587158,0.03290466450271197
32768,15.728374004364014,1835.1907241875,477.765625,0.2726534307003021,0.6783203125,0.2,-11.189349639415742,0.46661102771759033,0.0003,-0.11882933229207993,940.0,-0.08857856422837358,0.6161175966262817,0.03275772125343792
40960,20.489241123199463,1824.289275,474.38235294117646,0.20625090599060059,0.65948486328125,0.2,-11.12521360516548,0.45460325479507446,0.0003,-0.10895518213510513,950.0,-0.07896954527241178,0.6134424209594727,0.038358995341695845
49152,25.19803500175476,1878.8930687525774,482.0412371134021,0.23082958161830902,0.67607421875,0.2,-11.051679664850235,0.3914889693260193,0.0003,-0.08158253878355026,960.0,-0.08045092961692717,0.608855664730072,0.040039082401199265
57344,29.632496118545532,1889.4602241999999,482.54,0.22534354031085968,0.6766845703125,0.2,-10.972925412654877,0.5583317279815674,0.0003,-0.09189917147159576,970.0,-0.08053264256159309,0.6056684255599976,0.03970311611192301
65536,34.3258171081543,2028.2467990700004,492.03,0.23209893703460693,0.67659912109375,0.2,-10.902387690544128,0.27921485900878906,0.0003,-0.1094447523355484,980.0,-0.08294339784042677,0.6017493605613708,0.032792837015585975
73728,38.65404915809631,2039.65616045,492.03,0.22072361409664154,0.671337890625,0.2,-10.81770952641964,0.31011688709259033,0.0003,-0.10257399082183838,990.0,-0.07928444389544893,0.597720205783844,0.024888748442754148
81920,43.48396706581116,2124.71041286,487.45,0.231405109167099,0.67806396484375,0.2,-10.715196362137794,0.32106471061706543,0.0003,-0.1076086238026619,1000.0,-0.08113985723466613,0.5916035175323486,0.02700830410758499
90112,48.335160970687866,2132.46372101,487.45,0.2215278446674347,0.67615966796875,0.2,-10.630840402841567,0.3519202470779419,0.0003,-0.1091894879937172,1010.0,-0.07372165604901966,0.5888537168502808,0.02552346100565046
98304,52.60312104225159,2272.20121816,490.64,0.24358472228050232,0.67354736328125,0.2,-10.547056084871292,0.32122665643692017,0.0003,-0.10109569132328033,1020.0,-0.07851023572438862,0.5844849348068237,0.02824260441993829
106496,56.99678301811218,2276.55662854,490.64,0.23469924926757812,0.67498779296875,0.2,-10.452885445952415,0.21756207942962646,0.0003,-0.09824806451797485,1030.0,-0.08014882818970363,0.5794894695281982,0.02448645295226015
