step,wall_time,episode_return,episode_length,train_approx_kl,train_clip_fraction,train_clip_range,train_entropy_loss,train_explained_variance,train_learning_rate,train_loss,train_n_updates,train_policy_gradient_loss,train_std,train_value_loss
16384,6.871084928512573,1426.1468799999998,500.0,0.18863344192504883,0.6448486328125,0.2,-12.314103293418885,0.3192511796951294,0.0003,-0.11372212320566177,790.0,-0.09286666895495728,0.6740447282791138,0.032454103656345976
24576,11.103838920593262,1426.1468799999998,500.0,0.17750340700149536,0.63546142578125,0.2,-12.221385952830314,0.5105158090591431,0.0003,-0.11019043624401093,800.0,-0.08878332932654302,0.669599711894989,0.023531514377100392
32768,15.365660905838013,1471.929387453125,500.0,0.1878909170627594,0.64527587890625,0.2,-12.148870396614075,0.48217958211898804,0.0003,-0.11672446876764297,810.0,-0.09010300519294105,0.6652822494506836,0.03354331717127934
40960,19.502444982528687,1471.929387453125,500.0,0.17401616275310516,0.63236083984375,0.2,-12.071976545453072,0.5869946479797363,0.0003,-0.11060988157987595,820.0,-0.08293637952301651,0.6614840030670166,0.025000814400846137
49152,23.738600969314575,1523.1549601145834,500.0,0.218532532453537,0.6505859375,0.2,-12.0170212328434,0.4487385153770447,0.0003,-0.11214205622673035,830.0,-0.09164552127476781,0.6584227085113525,0.03456182282534428
57344,27.913634061813354,1523.1549601145834,500.0,0.1779714971780777,0.63707275390625,0.2,-11.943062245845795,0.6601063013076782,0.0003,-0.11320891976356506,840.0,-0.08351619475288316,0.6541895270347595,0.02307206255500205
65536,32.25407409667969,1589.24281258,500.0,0.2095918208360672,0.6563232421875,0.2,-11.879022473096848,0.49092555046081543,0.0003,-0.11085400730371475,850.0,-0.08978787484811619,0.6510545015335083,0.02923379449057393
73728,36.41136288642883,1589.24281258,500.0,0.18417124450206757,0.6448974609375,0.2,-11.833041366934776,0.6632717847824097,0.0003,-0.10997864603996277,860.0,-0.08219500489940401,0.6486407518386841,0.023052158975042404
81920,40.58644104003906,1684.96706826,500.0,0.19892896711826324,0.65361328125,0.2,-11.757103905081749,0.3790939450263977,0.0003,-0.12285570800304413,870.0,-0.08622395663696807,0.6436800360679626,0.024083230644464493
90112,44.662545919418335,1684.96706826,500.0,0.1890871673822403,0.63870849609375,0.2,-11.681642743945122,0.6948223114013672,0.0003,-0.10890350490808487,880.0,-0.07838096672785469,0.6404010057449341,0.01940708195907064
98304,48.82180190086365,1728.8551196500005,500.0,0.20747482776641846,0.659814453125,0.2,-11.630126282572746,0.5539473295211792,0.0003,-0.10900494456291199,890.0,-0.0844207114976598,0.6376588940620422,0.02074496846180409
106496,52.82718586921692,1728.8551196500005,500.0,0.22597084939479828,0.65731201171875,0.2,-11.577147814631463,0.653974711894989,0.0003,-0.11201215535402298,900.0,-0.08054113776888698,0.6349644660949707,0.02378559568314813
