step,wall_time,episode_return,episode_length
8192,2.938632011413574,-202.38407423,37.01
16384,7.637616872787476,-246.85453144,45.44,14.92575454711914,0.96083984375,0.2,-6.3365685671567915,-3.6550230979919434,0.0003,0.06205729395151138,1570.0,0.06614811119361548,0.4180588126182556,0.18125420652795582
24576,12.039782047271729,-294.18371589,55.09,3.6419639587402344,0.8658935546875,0.2,-6.330133177340031,0.3802831768989563,0.0003,-0.017805371433496475,1580.0,0.013700020532996859,0.4175306260585785,0.09731732996879146
32768,16.597306966781616,-350.89155788000005,53.8,2.9381048679351807,0.844189453125,0.2,-6.317175249755382,0.6653697490692139,0.0003,-0.0401766337454319,1590.0,-0.010386735640349799,0.4164847135543823,0.05841677159769461
40960,20.8141188621521,-327.5401257,55.82,5.687441825866699,0.841748046875,0.2,-6.248453120887279,0.7758005857467651,0.0003,-0.0609322115778923,1600.0,-0.011751324248325545,0.4134407043457031,0.05834835707792081
49152,25.4598069190979,-261.41769093999994,53.55,7.13031005859375,0.83892822265625,0.2,-6.15749431103468,0.8182754516601562,0.0003,-0.022864585742354393,1610.0,-0.012269679216842633,0.41035932302474976,0.04460517709667329
57344,29.9733829498291,-136.55548505999997,49.62,5.679727554321289,0.8273681640625,0.2,-6.047147020697594,0.8761828541755676,0.0003,-0.0655604898929596,1620.0,-0.015795317995070945,0.4062573313713074,0.02690944014757406
65536,34.18624997138977,-248.33938000999996,59.04,2.6491963863372803,0.801416015625,0.2,-5.963473360240459,0.6243818998336792,0.0003,-0.04959481954574585,1630.0,-0.007886336429510265,0.4043301045894623,0.029717873473418876
73728,38.518579959869385,-99.98759084,42.46,2.066153049468994,0.79970703125,0.2,-5.898530231416226,0.7758092880249023,0.0003,-0.03438872843980789,1640.0,-0.00888905152969528,0.4010508954524994,0.020279267407022416
81920,42.91706991195679,-217.68918983,52.34,0.9901664853096008,0.79261474609375,0.2,-5.82593888938427,0.826176106929779,0.0003,-0.057488080114126205,1650.0,-0.022069257574912626,0.3999624252319336,0.03517668371496256
90112,47.72348594665527,-66.97585024,39.67,0.8289452791213989,0.7861083984375,0.2,-5.7979310408234594,0.8716745376586914,0.0003,-0.042950429022312164,1660.0,-0.00548892589577008,0.39907774329185486,0.043535053671803325
98304,52.399940967559814,-46.05718030999999,38.19,0.7172932624816895,0.77650146484375,0.2,-5.789839406311512,0.8889799118041992,0.0003,-0.016500083729624748,1670.0,-0.01457209487707587,0.3986716866493225,0.03118359940708615
106496,56.73933291435242,-107.83991952999999,41.26,0.7762314081192017,0.78509521484375,0.2,-5.8074934259057045,0.8973572850227356,0.0003,-0.038501396775245667,1680.0,-0.017578497283102477,0.39955902099609375,0.026289905435987748
