step,wall_time,episode_return,episode_length,train_approx_kl,train_clip_fraction,train_clip_range,train_entropy_loss,train_explained_variance,train_learning_rate,train_loss,train_n_updates,train_policy_gradient_loss,train_std,train_value_loss
16384,7.947450876235962,3136.98292546875,500.0,0.30071884393692017,0.70576171875,0.2,-9.162668386101723,0.05607616901397705,0.0003,-0.11552949994802475,1180.0,-0.07491229739025584,0.5226439833641052,0.01246308101253817
24576,11.917110919952393,2956.4873857058824,471.79411764705884,0.2523888349533081,0.68892822265625,0.2,-9.100512379407883,0.36084985733032227,0.0003,-0.07573259621858597,1190.0,-0.059967297592083926,0.5205413103103638,0.013505433275713585
32768,16.196229934692383,3085.9903356060604,485.469696969697,0.26067423820495605,0.6906494140625,0.2,-9.034871977567672,0.24847078323364258,0.0003,-0.09288743883371353,1200.0,-0.056044145437772384,0.5166176557540894,0.012298875059059355
40960,20.32776379585266,3085.9903356060604,485.469696969697,0.29702335596084595,0.70589599609375,0.2,-8.983564504981041,0.3391472101211548,0.0003,-0.07744599133729935,1210.0,-0.062315927803865634,0.5157780647277832,0.00784516419080319
49152,25.183076858520508,3074.019392060001,479.88,0.2819902300834656,0.705712890625,0.2,-8.92158591747284,0.21480900049209595,0.0003,-0.09274239838123322,1220.0,-0.06533953797770664,0.5126280784606934,0.010473443582304754
57344,30.023138999938965,3074.019392060001,479.88,0.25947946310043335,0.68961181640625,0.2,-8.845736587047577,0.17959260940551758,0.0003,-0.047700416296720505,1230.0,-0.041025673811964224,0.5091385245323181,0.02136748078482924
65536,34.95844578742981,3131.7732869500005,479.95,0.2974699139595032,0.70079345703125,0.2,-8.774361166357995,0.21588730812072754,0.0003,-0.09983733296394348,1240.0,-0.064176628968562,0.5064545273780823,0.01014271728345193
73728,39.56965780258179,3070.4929913600004,469.39,0.29318055510520935,0.6909423828125,0.2,-8.674337995052337,0.4570630192756653,0.0003,-0.07324577122926712,1250.0,-0.04078825242468156,0.5016099214553833,0.01856145097408444
81920,44.439931869506836,3081.8070309599993,465.53,0.23962317407131195,0.68450927734375,0.2,-8.572172847390174,0.39662468433380127,0.0003,-0.06958211213350296,1260.0,-0.03831456770421937,0.4978402554988861,0.029399271155125462
90112,49.22845196723938,3084.4638046799996,465.53,0.37624305486679077,0.71651611328125,0.2,-8.503983721137047,-0.3211311101913452,0.0003,-0.04896264895796776,1270.0,-0.040649759821826593,0.4959051311016083,0.015721845388179646
98304,53.560229778289795,3159.1306804900005,470.32,0.2852860689163208,0.70533447265625,0.2,-8.45462104678154,0.2870023846626282,0.0003,-0.09214333444833755,1280.0,-0.062057602942513765,0.4933561086654663,0.006936566096555907
106496,58.560582876205444,3166.3806583800006,470.32,0.3090970516204834,0.6997314453125,0.2,-8.374455031752586,0.2506798505783081,0.0003,-0.06956746429204941,1290.0,-0.0489522598523763,0.4900021553039551,0.01088465546927182
