step,wall_time,episode_return,episode_length,train_approx_kl,train_clip_fraction,train_clip_range,train_entropy_loss,train_explained_variance,train_learning_rate,train_loss,train_n_updates,train_policy_gradient_loss,train_std,train_value_loss
16384,6.816441774368286,1502.158031,500.0,0.17635825276374817,0.6388671875,0.2,-12.32633983194828,0.3033405542373657,0.0003,-0.1191168874502182,790.0,-0.09211726003268268,0.6751205325126648,0.0319801191391889
24576,10.771509885787964,1502.158031,500.0,0.16408123075962067,0.63111572265625,0.2,-12.272459536790848,0.3507857322692871,0.0003,-0.10527651011943817,800.0,-0.0846602326259017,0.6731922030448914,0.024190080756670795
32768,14.805907964706421,1570.1191445,500.0,0.203768789768219,0.6510498046875,0.2,-12.234710758924484,0.312869131565094,0.0003,-0.11440758407115936,810.0,-0.09273126244661398,0.6706397533416748,0.028063117156852967
40960,18.990312814712524,1570.1191445,500.0,0.17500445246696472,0.6391845703125,0.2,-12.1759248316288,0.4653927683830261,0.0003,-0.11786963045597076,820.0,-0.08680935059819603,0.6666417717933655,0.02655861346574966
49152,22.906491994857788,1578.05769515625,500.0,0.2040063738822937,0.64951171875,0.2,-12.109077253937722,0.3796173930168152,0.0003,-0.12169232219457626,830.0,-0.08992791132768616,0.6628193259239197,0.025657551488257012
57344,26.88107395172119,1578.05769515625,500.0,0.1880461871623993,0.641943359375,0.2,-12.044723689556122,0.30749446153640747,0.0003,-0.10645770281553268,840.0,-0.08543190590571612,0.6602582931518555,0.03150633251352701
65536,30.904151916503906,1641.5335875199996,500.0,0.2039269655942917,0.654736328125,0.2,-11.995556303858757,0.22044354677200317,0.0003,-0.11207185685634613,850.0,-0.08997146765468642,0.6565143465995789,0.0233292054530466
73728,34.95557999610901,1641.5335875199996,500.0,0.19244378805160522,0.6471435546875,0.2,-11.947349879145623,0.40123945474624634,0.0003,-0.10834543406963348,860.0,-0.08745989187154919,0.6546653509140015,0.027965585433412342
81920,39.030818939208984,1695.9030539500004,500.0,0.19360791146755219,0.65838623046875,0.2,-11.886208102107048,0.41574060916900635,0.0003,-0.11988760530948639,870.0,-0.09086157755809836,0.6507870554924011,0.02055721176730003
90112,43.198248863220215,1695.9030539500004,500.0,0.19598595798015594,0.65479736328125,0.2,-11.802996000647545,0.44482743740081787,0.0003,-0.11051809787750244,880.0,-0.08272964425268584,0.6458258032798767,0.023407027739449405
98304,47.32169198989868,1756.19384648,500.0,0.21891579031944275,0.65692138671875,0.2,-11.696748185157777,0.338870108127594,0.0003,-0.11765080690383911,890.0,-0.08825586558232316,0.6401690244674683,0.018624980421736836
106496,51.48987078666687,1756.19384648,500.0,0.21677660942077637,0.66220703125,0.2,-11.626411941647529,0.4374498128890991,0.0003,-0.09584197402000427,900.0,-0.08582232705084607,0.6373986005783081,0.019884619765798563
