step,wall_time,episode_return,episode_length,train_approx_kl,train_clip_fraction,train_clip_range,train_entropy_loss,train_explained_variance,train_learning_rate,train_loss,train_n_updates,train_policy_gradient_loss,train_std,train_value_loss
16384,6.437489032745361,1025.80585659375,500.0,0.15199044346809387,0.61246337890625,0.2,-13.240881308913231,0.08945989608764648,0.0003,-0.12132485955953598,660.0,-0.09452672204934061,0.7285083532333374,0.04057546244875994
24576,10.389190196990967,1025.80585659375,500.0,0.13494764268398285,0.60428466796875,0.2,-13.182899042963982,0.4040537476539612,0.0003,-0.09906705468893051,670.0,-0.08706586752668954,0.7251280546188354,0.04345919547486119
32768,14.394585132598877,1014.2976608437499,500.0,0.16001875698566437,0.61793212890625,0.2,-13.115283489227295,0.3083062171936035,0.0003,-0.11017940193414688,680.0,-0.0938289943151176,0.7204996347427368,0.039786120102507996
40960,18.346590995788574,1014.2976608437499,500.0,0.15712837874889374,0.6162353515625,0.2,-13.022831326723098,0.32019543647766113,0.0003,-0.11503869295120239,690.0,-0.08924704040109646,0.7148882746696472,0.03748795354622416
49152,22.42204713821411,1037.1905508541668,500.0,0.1634235978126526,0.63194580078125,0.2,-12.947399386763573,0.483051598072052,0.0003,-0.1287531852722168,700.0,-0.09429460979881696,0.7111775279045105,0.03631817110290285
57344,26.577594995498657,1037.1905508541668,500.0,0.15497738122940063,0.618017578125,0.2,-12.862907832860946,0.348967969417572,0.0003,-0.10601441562175751,710.0,-0.08896931143244728,0.7055405378341675,0.03363873612252064
65536,30.734189987182617,1109.5555113299997,500.0,0.17492304742336273,0.6259521484375,0.2,-12.792987889051437,0.24455606937408447,0.0003,-0.11963850259780884,720.0,-0.09274435891420581,0.7017855644226074,0.033441868546651675
73728,34.6400511264801,1109.5555113299997,500.0,0.15294963121414185,0.619677734375,0.2,-12.73059876859188,0.38462769985198975,0.0003,-0.10931319743394852,730.0,-0.08513881132821552,0.6983985900878906,0.03766457342426292
81920,38.58410716056824,1225.5854259,500.0,0.17743811011314392,0.6341796875,0.2,-12.665489262342453,0.3321053981781006,0.0003,-0.11449134349822998,740.0,-0.09166752817400266,0.69471275806427,0.033879369316855444
90112,42.51254916191101,1225.5854259,500.0,0.17226539552211761,0.63834228515625,0.2,-12.59892542362213,0.36440926790237427,0.0003,-0.10369276255369186,750.0,-0.08922726430755575,0.6907357573509216,0.03477959356387146
98304,46.631707191467285,1324.7471240400002,500.0,0.16870693862438202,0.63599853515625,0.2,-12.524317729473115,0.1883831024169922,0.0003,-0.11556865274906158,760.0,-0.08968045106739737,0.686677873134613,0.029007090887171218
106496,50.577171087265015,1324.7471240400002,500.0,0.1766848862171173,0.63712158203125,0.2,-12.476171833276748,0.24255818128585815,0.0003,-0.10797657072544098,770.0,-0.08667408610344865,0.6843352317810059,0.031117901782272382
